30	290
12.167	322.833
45.5	406.833
45.5	516.833
80.833	534.833
36	289
16	321
47	407.5
48.5	512
81.5	534
39.5	288.5
19	320.5
48.5	408.5
48	514
82	535
42.5	287.5
21	321
50	408.5
50	516.5
81.5	534.5
47.5	286.5
25	322
55	410
49	515
80	533.5
50	290
30	320
55	409
48.5	514
81.5	534.5
52	297
32.167	321.5
56.833	409.5
47.5	514.167
82.833	534.833
50.5	287.5
36.5	320.5
57	409
49.5	511.5
82.5	533.5
56.5	288
38.5	320
56.5	407.5
50.5	513
81.5	534.5
60	289
42.167	317.833
60.833	408.5
50.167	511.833
82.167	537.167
62	289.5
45.5	317
61.5	408
49	513.5
81.5	534
69	285
47.5	320.833
63.5	406.167
50.833	511.5
80.833	533.5
70	287.5
51.5	320.5
65.5	407.5
50.5	512
83	535
75.5	287
55	317.5
66	407.5
52	511.5
81	536.5
81	287
58.5	318
67.5	408
50.5	511
80	533.5
86	287
62.833	317.167
68.167	407.167
50.833	510.5
81.5	533.833
90	288
67.5	320.5
71.5	407.167
51.5	511.833
80.833	536.5
96	289
71.5	318
75	407
54	510.5
81	537
100	289.5
74	319
76.5	408.5
54.5	510
82	535
103	291
78.5	319.5
78.5	407.5
52	510.5
81	535.5
110	293
82.833	320.833
81.5	409.5
52.833	508.833
80.167	534.167
115	293
89.5	321
85.5	408
55	509
82	535
119.5	292.5
94	320
90	409
56	506.5
81	534
125	295
100.5	320
93	409.5
56	504
83	533.5
131.5	295
105.5	322.5
98.5	410
56.5	503.5
82	533
135.5	296.5
112	325
103.5	409.5
58.5	502.5
81.5	534
141	297
116.5	322
111	412
62	501
82	534
147.5	296.5
124	325
118.5	411
64	499
82.5	536.5
154	296
130.833	324.5
126.167	412.5
68.833	492.5
84.167	535.833
157.5	296
137	324
136.5	413
73.5	490.5
84.5	534.5
164.5	297
143.5	326
144.5	413
80.5	487
87.5	530
171	293
152	324.5
155	414.5
89.5	480.5
90.5	527
180	299.5
158.5	325
167	414
95.5	479
94.5	523.5
187.5	293.5
163	326
174.5	413.5
105.5	476
105	521
192	294
169.5	323.5
184.5	409.5
113	474
113	519
199.5	292
179	322
193	408.5
123.5	470.5
125.5	517
205	289.5
184.5	320.5
205	408.5
136	471.5
136.5	519.5
207	289
188	322.5
214.5	407.5
147	475.5
149	522
213	288
193.5	320.5
220.5	407
157.5	478
162.5	522.5
219	287
196.833	318.167
232.167	406.833
167.5	481.5
179.5	526.167
222	283
201	318
236	407
178	488.5
195	525
227.5	285.5
210.5	318.5
244.5	403.5
192.5	487.5
210	530.5
232.5	284.5
213.5	317
250	401
208	496.5
228	531
236	283
220.833	318.167
256.833	402.833
221.5	499.5
245.5	533.5
242	285.5
225	315.5
263.5	403
234	501.5
260	533
246	282
228.833	317.5
268.167	404.167
248.167	506.833
280.167	534.167
251	282
234.833	317.167
272.167	399.833
262.167	509.833
294.833	534.5
255	284
237.5	316
277.5	400.5
276	512.5
310.5	533
259	284
243.833	318.833
282.5	405.5
288.5	514.833
329.833	534.167
264.5	286.5
248	317.5
285.5	402.5
302.5	515.5
341	529
267.5	287.5
253	321
290.5	406.5
314.5	513
354.5	525
273	289
256.833	321.167
294.833	406.5
322.833	513.167
366.167	524.5
277	288
261.5	322.833
299.5	406.833
335.5	512.167
376.167	522.167
282	289
268.167	323.5
305.5	406.167
341.5	512.833
383.5	520.833
288	293
270.167	323.167
310.833	410.5
348.833	512.5
390.167	516.5
292	289.5
275.5	325
315.5	408.5
352.5	513.5
394.5	518.5
297.5	292
277.5	323.5
321	407
356.5	513.5
400.5	524
301.5	291.5
289	324.5
330	407
356.5	514.5
400.5	523.5
307.5	292
295	325
337	407.5
361.5	516
403	525.5
314	292
299.5	326.5
346.833	411.833
364.833	517.833
406.167	529.167
318	292
300.167	315.5
347.5	408.833
362.833	515.5
404.833	531.5
326	292
309.5	324.833
352.167	408.833
365.5	518.833
405.5	532.167
330	292
312.5	326.5
359	409.5
369	518.5
407	534.5
335.5	288
320	325.5
361	410
369	520
405.5	532.5
340	288
324	321.5
365.5	409.5
366.5	517
406	533
346	286
327.833	322.833
366.5	405.5
367.167	516.167
404.5	532.167
350	286.5
334	318.5
368.5	407.5
368.5	517
406.5	535
354	287.5
336.5	322
372.5	408.5
365	517.5
407.5	533
358	287
341.5	320.167
374.167	409.5
368.167	514.167
406.167	533.5
366	291
345.5	314.833
376.167	408.167
369.5	515.5
408.833	534.167
362	283
346.833	320.167
376.167	408.167
368.833	517.5
406.833	534.833
366	286
351.5	319
380.5	410
370.5	515
407.5	534
375	284
354.833	316.5
378.167	407.833
370.167	517.833
408.833	538.5
378	285
360.833	318.5
380.167	405.833
370.167	517.167
407.5	535.833
382	284.5
363.5	316.5
382.5	408.5
368	513.5
406.5	534
386.5	284.5
365	319
384	407.5
370.5	517
406	535.5
390	283
368.167	318.167
386.167	408.167
370.833	512.833
407.5	536.167
392.5	286
375	316.5
387.5	408
371	515
407	536
398	284
374.5	318.5
387.5	408.5
371.5	517.5
408.5	535.5
402	285
381.167	316.833
391.167	409.5
367.167	516.833
406.5	534.167
405	286
382.833	318.167
392.167	410.167
370.833	514.833
408.167	536.167
411	289
386.167	318.5
392.167	409.833
370.833	514.5
407.5	535.833
415	285
391.167	322.833
395.167	412.833
371.167	516.833
407.833	534.167
420	287
396.167	317.5
397.5	410.833
372.833	512.833
406.167	532.833
424	289
401.5	318.167
398.833	410.167
373.5	513.5
408.833	534.833
430	288
406.167	322.5
404.167	411.833
371.5	514.5
407.5	535.833
434	289.5
411	319.5
407	411
373.5	513.5
408	536
441	291
416.167	320.5
412.167	410.5
373.5	511.833
407.5	533.167
445.5	293
419.5	321.5
413.5	410
372.5	510.5
407.5	536
451	292
423.833	323.5
418.5	412.167
373.833	508.833
409.167	533.5
458	293
434.167	321.5
424.167	412.167
372.833	508.167
408.833	534.833
461	293
438.5	321.5
428.5	410.167
378.5	504.833
408.5	534.167
468	295
443.5	323.167
433.5	411.167
378.167	503.833
408.167	535.167
474	293
446.833	321.833
439.5	413.167
381.5	503.167
407.5	535.833
478.5	293
453	323
447	413
382	498.5
407	534
486	295
461.5	322.833
454.833	414.167
388.167	496.833
409.5	536.167
490	294
465.833	324.5
465.833	414.5
393.167	493.167
409.833	533.833
497	292.5
475	322.5
474.5	413
397	489
411.5	534
501	294
482.167	323.167
484.833	418.5
404.167	488.5
416.167	533.833
507	292
487.5	321.5
496.833	414.167
