415.5	479.5
420.833	529.5
510.5	293.5
494.5	325.5
505.5	413.5
421.5	478.5
425.5	524
521	293.5
501	323.5
514.5	413.5
433.5	476.5
435	521.5
525	289
509.5	322.167
526.833	412.167
441.5	474.833
445.5	519.5
532	288
514.833	322.167
532.833	411.5
454.167	474.833
458.167	522.167
536	287
518	319.5
542	408.5
465	476
471	521.5
543	287
524.833	321.833
550.833	407.833
478.167	479.833
484.833	521.833
546	287
528.167	321.167
560.167	407.833
488.833	484.5
500.833	526.5
552	284
534.167	317.833
565.5	405.833
498.833	486.5
514.167	527.833
557.5	283
541.5	315
574.5	404.5
511.5	488.5
534.5	530
559.5	284
546.5	316
581.5	405
524	494
546.5	531.5
564.5	282
552	315.5
588	402
539	497
566	534
570	283
554.167	314.167
595.5	400.833
552.833	501.5
583.5	536.167
574	283
561.167	315.167
601.167	399.833
568.5	505.833
600.5	535.833
579	282
564.833	318.833
605.5	403.5
580.167	509.5
615.5	536.833
584	284
567.5	317.5
609.5	403.5
594.167	510.167
632.833	536.167
588	284
574.833	318.833
612.833	399.5
608.167	514.167
646.833	533.5
593.5	284
577	318
619	402.5
623.5	517
663.5	532
597	286
585.5	319.167
621.5	405.167
636.167	515.833
677.5	531.167
602	287
586.833	319.5
624.833	405.5
646.833	518.833
688.167	529.5
606	286.5
590	319
631	410.5
657.5	516.5
702	522.5
612.5	288.5
595.5	320.5
634	409
664	518.5
709	523.5
618	288
600.167	319.5
641.5	408.833
667.5	516.167
714.833	524.167
622	288
606.5	321.5
645.833	411.5
674.5	517.5
720.5	522.167
627	290
611.167	324.5
652.5	411.833
676.5	519.167
723.167	528.5
634	292
617.833	326.833
657.833	410.833
674.5	519.5
724.5	530.167
638	292
622.167	326.5
662.833	409.833
679.5	520.5
722.833	532.5
643	291
627.167	328.833
667.833	411.5
681.833	521.5
724.5	534.833
647	294
633.5	325.5
671.5	413
683.5	520
725	537
653.5	290
641.5	322.5
677	410.5
683	520
727	537.5
660	291
646.833	326.167
680.833	411.5
684.833	520.167
725.5	538.833
664	290.5
645.5	325
686	409
687	520
725.5	538
666	288.5
652	322
690	412
686.5	519
726.5	538
672	288
655.833	321.167
692.5	411.167
687.167	520.5
725.833	537.833
678	289.5
661	322.5
693.5	412.5
686.5	520
727	539
682	289
668.167	321.5
697.5	410.833
688.167	520.833
728.167	540.833
688	290
671.167	320.167
697.833	412.833
688.5	520.833
725.833	539.5
695	294
674.5	320.833
699.167	413.5
686.5	520.833
727.833	540.833
699	293
678.5	318.5
703.167	412.5
687.833	521.167
727.833	540.5
699	287
682.5	320.833
705.167	413.5
687.833	520.833
728.5	540.167
702.5	287.5
684.5	319
705	409
687.5	521
726.5	538
708	288
691	319
707.5	412
689.5	519
726.5	538
712	287
694.5	318.167
709.167	410.833
687.833	520.833
726.5	539.5
719	286.5
698	318.5
711	411
686	518.5
727.5	540.5
720	286
701.5	317.833
713.5	413.833
687.5	517.167
728.167	538.5
726	285
706.5	319.167
713.833	411.833
687.833	518.5
727.833	539.833
731	285
709.5	319.833
714.833	411.167
686.833	519.833
724.833	541.167
733.5	286
713	319.5
717	412
688	517.5
725.5	539.5
740	288
716.5	318.167
718.5	412.833
689.167	517.5
727.167	540.833
745	286
720.5	319.5
723.833	410.833
689.833	516.167
727.833	540.167
749	288
726.5	320.5
725.167	409.833
690.5	517.167
727.167	540.5
754	290
730.5	320.5
726.5	413.167
689.167	515.833
729.167	539.833
761	290
735.833	320.167
729.167	412.167
691.833	517.5
729.167	540.833
763	292
740.833	322.167
732.833	413.5
690.833	516.167
730.167	541.5
770	290.5
745	321
734	414
692	515.5
726.5	541
775	294
748.833	323.167
738.833	414.5
692.167	515.833
728.167	540.5
779	292
755.167	321.5
745.167	414.167
692.5	511.5
729.167	542.167
785.5	296
760.5	321.5
748.5	412.5
694	512
728	540
791	294
767.167	322.167
753.833	413.5
695.167	510.833
726.5	541.5
795	294.5
771	323
757	414
695	509.5
728	540.5
802	295
776.833	325.167
767.5	415.167
698.833	507.833
729.5	540.5
808	297
783.5	323.5
769.5	415
702	506
728	542
814	296
788.5	325
778	414
705.5	501.5
730	543
818	295
794.833	325.167
788.833	416.5
711.5	498.5
729.5	543.167
826	296
804.167	326.833
799.5	417.5
718.167	492.833
732.167	538.833
831	296
811	326.5
811.5	416.5
727.5	491
734	537.5
840	298
817.5	326.167
821.5	416.833
734.833	486.167
738.167	533.5
844	296
827.5	328
833.5	418
744.5	484.5
741	531
850	296
832.833	326.833
843.5	416.833
753.5	480.167
750.167	528.167
853	291.5
840	324
853.5	416.5
763	476
759	524.5
863	292
845.5	325
863	413.5
773	474
774	523.5
869	289
849.833	323.5
873.167	414.167
783.167	476.167
785.833	524.167
874	289
859.167	324.833
879.833	411.5
794.5	478.167
801.833	524.167
877	289
864.833	322.5
889.5	411.833
805.5	478.5
814.167	524.5
884	285
867.5	320.167
897.5	408.833
818.167	480.833
827.5	527.5
887	286
873.833	320.167
906.5	406.833
829.167	484.833
842.5	530.167
892	284
878.5	318.167
913.833	406.833
842.5	489.5
861.833	533.5
900	285
887.5	319.5
922.167	406.167
854.833	496.167
876.833	533.5
902	284
891.5	318.167
927.5	403.5
868.167	498.833
894.167	533.5
907.5	283
896.5	316.5
933	403.5
881	501
912.5	536.5
911	282
901.167	317.5
940.5	401.5
892.5	508.167
929.833	537.5
917	285
904.5	320.5
945.167	403.167
907.833	510.5
944.5	539.833
922	283
909.5	317.5
947.5	403.5
923	513.5
962.5	539
927	285
915.5	317.833
953.5	402.5
938.167	516.5
978.833	537.833
931	285
918.5	319.5
956	405
953	518.5
994.5	537
936	287
924.833	319.833
959.5	407.167
965.5	518.5
1008.167	534.5
942	289
928.833	320.833
964.833	408.167
976.167	520.167
1023.5	530.167
945	289
932.5	322.167
967.833	410.167
989.833	517.5
1033.833	527.5
949	290
938.5	323.833
972.5	411.167
997.833	516.5
1043.833	524.5
955	291
942.167	324.5
978.167	412.5
1005.5	518.5
1053.5	523.833
960	293
949.5	326.5
984.833	410.5
1013.5	520.5
1056.167	524.5
966	295
955.167	325.833
989.833	409.833
1012.5	519.167
1062.5	526.5
971	294
962.167	326.167
994.167	412.167
1016.167	522.833
1062.167	530.167
977	294
970.5	326.5
1002.5	413.167
1019.167	520.5
1063.833	531.167
982	293
970.167	327.833
1007.5	411.833
1019.5	522.5
1064.167	533.833
988	293
974.833	328.5
1012.167	413.833
1022.833	521.833
1065.5	539.167
993.5	291.5
981	329
1018.5	415
1022.5	523.5
1067	540.5
998	290
988.167	327.5
1024.833	411.5
1024.833	520.167
1069.5	539.5
1005	292
995.5	324.833
1028.167	413.5
1024.167	524.167
1066.833	537.5
1011.5	291
999	324.5
1032	412
1027	522
1066	538.5
1014	295
1004.167	322.833
1036.833	412.167
1023.5	522.833
1068.833	537.5
1025	290
1010.167	324.833
1036.833	411.5
1024.167	522.833
1066.833	538.167
1031	286
1014	322.5
1040	411
1026	523
1067.5	538.5
1034	287.5
1018.5	322
1043	415.5
1028	521
1066	539
1037	289
1022.167	320.833
1045.5	412.833
1025.5	521.5
1067.5	540.167
1041	289
1025.5	320.167
1046.833	414.833
1026.833	520.167
1068.167	539.5
1046	288
1029.5	322.833
1048.167	410.167
1026.167	519.5
1067.5	542.167
1050	286
1032.833	320.833
1050.833	414.833
1028.167	522.167
1068.167	540.167
1052	287
1037.5	319.167
1053.5	413.167
1026.833	520.5
1066.167	541.167
1058	287
1041.5	319.833
1056.167	411.833
1029.5	522.5
1069.5	541.167
1062	285.5
1043	319
1058.5	414
1028	521.5
1069	541
